pid,year,month,MC1000_lat,MC1000_lon,MC1000_mpw,MC1000,det_lat,det_lon,det_mpw,deterministic,stoch20days_lat,stoch20days_lon,stoch20days_mpw,stoch20days
8331,2010,1,25.59641,-80.31173,0.3711,none,25.5873,-80.30994,0.3715,none,25.60026,-80.31298,0.3709,none
8351,2010,1,30.29244,-86.04554,0.5975,East (Walton) County Beaches,30.22175,-85.92403,0.5941,Panama City Beach,30.20626,-86.0063,0.605,none
8875,2010,1,30.3324,-86.16002,0.8481,Grayton Beach State Park,30.08784,-85.81996,0.8529,none,30.30702,-86.19741,0.8588,none
8881,2010,1,,,,none,30.30982,-86.33105,0.8312,none,30.19481,-85.846,0.8441,Panama City Beach
8889,2010,1,30.29459,-86.0315,0.8456,East (Walton) County Beaches,30.30614,-86.018,0.844,none,30.31857,-86.31364,0.8579,none
9071,2010,1,26.1922,-80.15943,1.335,none,26.1944,-80.1596,1.3376,none,26.19334,-80.16205,1.3362,none
9076,2010,1,24.65293,-81.46995,1.5736,none,24.66661,-81.46383,1.5816,none,,,,none
9602,2010,1,,,,none,,,,none,24.70447,-81.02238,0.0695,Key Colony Beach
9603,2010,1,,,,none,,,,none,24.73963,-80.89472,0.0652,none
9666,2010,1,29.83729,-85.40221,0.3297,St. Joseph Peninsula State Park,29.82689,-85.33588,0.3286,none,29.83602,-85.33978,0.3284,St. Joe Beach
9675,2010,1,,,,none,,,,none,25.44348,-80.11813,0.7661,none
9677,2010,1,,,,none,,,,none,25.47969,-80.1099,0.7661,none
9678,2010,1,,,,none,,,,none,25.68623,-80.10338,0.7661,none
9680,2010,1,,,,none,,,,none,25.51668,-80.11581,1.8888,none
9682,2010,1,,,,none,,,,none,25.75939,-80.05995,1.8908,none
9683,2010,1,,,,none,,,,none,25.78187,-80.05453,1.8908,none
9684,2010,1,,,,none,,,,none,25.68475,-80.10685,1.8908,none
9685,2010,1,,,,none,,,,none,25.68765,-80.10532,1.8898,none
9687,2010,1,,,,none,,,,none,25.62599,-80.15739,1.8908,none
9688,2010,1,,,,none,,,,none,25.81652,-80.04253,1.8908,none
9689,2010,1,,,,none,,,,none,25.69636,-80.11458,1.8908,none
9690,2010,1,,,,none,,,,none,25.60717,-80.16503,1.8908,none
9691,2010,1,,,,none,,,,none,25.79014,-80.04706,1.8908,none
9692,2010,1,,,,none,,,,none,25.7394,-80.08376,1.8898,none
9693,2010,1,,,,none,,,,none,25.77365,-80.05608,1.8908,none
9694,2010,1,,,,none,,,,none,25.78815,-80.05885,1.8908,none
9695,2010,1,,,,none,,,,none,25.73247,-80.07662,1.8908,none
9721,2010,1,24.58161,-81.73728,0.3814,none,,,,none,24.58094,-81.73689,0.3815,none
9787,2010,1,25.66311,-80.15401,0.1622,Cape Florida State Park,,,,none,25.9957,-81.85246,0.167,none
9788,2010,1,,,,none,,,,none,25.19911,-80.33875,0.1623,none
9789,2010,1,,,,none,,,,none,24.5797,-81.83858,0.1659,none
9790,2010,1,24.89717,-80.74919,0.1622,none,,,,none,24.89956,-80.74243,0.1621,none
9807,2010,1,24.8802,-80.81159,0.3669,none,,,,none,26.09239,-81.86881,0.3779,none
9808,2010,1,,,,none,,,,none,24.6397,-81.82656,0.3757,none
9809,2010,1,24.52736,-82.20851,0.3685,none,,,,none,26.13552,-81.86876,0.3779,none
9810,2010,1,24.5798,-82.18282,0.3685,none,,,,none,26.10015,-81.89197,0.3779,none
9811,2010,1,,,,none,,,,none,26.09073,-81.86317,0.3779,none
9812,2010,1,24.85192,-80.72266,0.3673,Lower Matecumbe Sea Oats Bch,,,,none,26.10609,-81.8632,0.3779,none
9813,2010,1,24.89238,-80.79728,0.3673,none,,,,none,24.89622,-80.79152,0.3672,none
9814,2010,1,24.54439,-82.21894,0.3685,none,,,,none,24.74955,-81.77494,0.3759,none
9815,2010,1,,,,none,,,,none,24.64571,-81.81834,0.3757,none
9816,2010,1,24.91666,-80.8256,0.3671,none,,,,none,24.67785,-81.75289,0.3757,none
9817,2010,1,,,,none,,,,none,24.81585,-80.98492,0.3671,none
9818,2010,1,24.5653,-82.20124,0.3685,none,,,,none,26.13386,-81.89642,0.3779,none
9819,2010,1,24.61697,-82.18755,0.3685,none,,,,none,24.61697,-82.18755,0.3685,none
9820,2010,1,,,,none,,,,none,26.08727,-81.8674,0.3779,none
9821,2010,1,24.58738,-82.21307,0.3685,none,,,,none,24.64947,-81.84109,0.3755,none
9822,2010,1,24.62069,-82.1443,0.3685,none,,,,none,26.1346,-81.86948,0.3779,none
9840,2010,1,24.64189,-81.59734,0.0546,none,,,,none,24.58914,-82.0454,0.0548,none
9841,2010,1,24.59362,-82.12704,0.5484,Marquesas Keys,,,,none,24.74082,-81.33346,0.5466,none
9842,2010,1,24.54771,-82.10939,0.5484,none,,,,none,24.54771,-82.10939,0.5484,none
9843,2010,1,,,,none,,,,none,26.3158,-81.95185,0.5624,none
9845,2010,1,,,,none,,,,none,24.56796,-81.34533,0.5469,none
9846,2010,1,24.56926,-81.66542,0.546,Boca Chica Key,,,,none,26.30647,-81.94518,0.5624,none
9847,2010,1,,,,none,,,,none,26.339,-81.92637,0.5624,none
9848,2010,1,24.60709,-81.65798,0.5463,none,,,,none,24.61658,-82.04562,0.5484,none
9849,2010,1,24.60955,-81.58771,0.5463,none,,,,none,24.65293,-81.61263,0.5466,none
9851,2010,1,,,,none,,,,none,24.61278,-81.65709,0.5469,none
9852,2010,1,24.70529,-81.37843,0.5466,none,,,,none,24.60086,-81.28687,0.5469,none
9853,2010,1,,,,none,,,,none,26.27798,-81.93069,0.5624,none
9854,2010,1,,,,none,,,,none,24.56073,-81.36023,0.5469,none
9855,2010,1,24.6787,-81.65756,0.5466,none,,,,none,26.28556,-81.92815,0.5624,none
9856,2010,1,24.7351,-81.32403,0.5466,none,,,,none,24.69007,-81.27667,0.5463,none
9870,2010,1,,,,none,,,,none,26.45386,-82.1647,0.9295,Sanibel Island (West)
9871,2010,1,24.62213,-82.18102,0.9054,none,,,,none,26.42551,-82.16704,0.9295,none
9872,2010,1,24.62084,-82.12337,0.9054,none,,,,none,26.45009,-82.16514,0.9295,Sanibel Island (West)
9873,2010,1,24.60511,-82.11536,0.9054,Marquesas Keys,,,,none,26.4257,-82.16301,0.9295,none
9917,2010,1,24.65949,-82.80596,0.2066,Dry Tortugas - East Key,,,,none,24.65949,-82.80596,0.2066,Dry Tortugas - East Key
9919,2010,1,,,,none,,,,none,26.6738,-82.32234,0.2125,none
9920,2010,1,,,,none,,,,none,26.61526,-82.32701,0.2125,none
9932,2010,1,,,,none,,,,none,26.79046,-82.37976,1.0256,none
9933,2010,1,,,,none,,,,none,26.78296,-82.38358,1.0256,none
9935,2010,1,24.50806,-82.1674,0.9936,none,,,,none,24.53181,-82.11882,0.993,none
9946,2010,1,24.57177,-82.12207,0.5475,none,,,,none,24.57177,-82.12207,0.5475,none
9947,2010,1,,,,none,,,,none,24.61658,-81.99659,0.5466,none
9948,2010,1,24.55468,-82.13239,0.5463,none,,,,none,26.9509,-82.49308,0.5658,none
9949,2010,1,,,,none,,,,none,26.91567,-82.45279,0.5658,none
9950,2010,1,,,,none,,,,none,25.15771,-80.30472,0.1667,none
9951,2010,1,24.63226,-82.15741,0.1674,none,,,,none,24.63226,-82.15741,0.1674,none
9952,2010,1,24.54004,-82.11982,0.1672,none,,,,none,24.54004,-82.11982,0.1672,none
9953,2010,1,24.60657,-81.59401,0.166,none,,,,none,,,,none
9958,2010,1,24.53524,-82.07896,0.5083,none,,,,none,24.53524,-82.07896,0.5083,none
9959,2010,1,24.60387,-82.1048,0.5086,Marquesas Keys,,,,none,24.60387,-82.1048,0.5086,Marquesas Keys
9960,2010,1,24.55654,-82.1528,0.5089,Marquesas Keys,,,,none,27.19018,-82.62698,0.5291,none
9961,2010,1,,,,none,,,,none,24.61495,-82.07902,0.5086,none
9962,2010,1,25.04485,-80.44793,0.5067,none,,,,none,25.04485,-80.44793,0.5067,none
9963,2010,1,,,,none,,,,none,25.06797,-80.3087,0.5069,none
9964,2010,1,24.53583,-82.14925,0.5089,Marquesas Keys,,,,none,24.53583,-82.14925,0.5089,Marquesas Keys
9965,2010,1,24.6148,-82.19481,0.5089,none,,,,none,24.6148,-82.19481,0.5089,none
9966,2010,1,25.02059,-80.91594,0.5092,none,,,,none,24.73697,-80.83305,0.51,none
9967,2010,1,,,,none,,,,none,26.10367,-80.06806,0.5067,none
9968,2010,1,24.56168,-82.12406,0.5081,none,,,,none,24.59354,-81.61876,0.5068,none
9969,2010,1,24.63494,-82.19003,0.5089,none,,,,none,24.63494,-82.19003,0.5089,none
9970,2010,1,24.59959,-82.1627,0.5089,none,,,,none,24.59959,-82.1627,0.5089,none
9971,2010,1,24.54709,-82.07833,0.5083,none,,,,none,27.1652,-82.61189,0.5291,none
9972,2010,1,,,,none,,,,none,24.52696,-82.07895,0.5083,none
9973,2010,1,26.7184,-80.03703,0.5056,Town of Palm Beach (Midtown),,,,none,26.34072,-80.02146,0.5058,none
9982,2010,1,26.66616,-80.04065,0.4648,Palm Beach (South End),,,,none,25.15351,-80.31133,0.4658,none
9983,2010,1,24.58889,-82.09196,0.4673,none,,,,none,24.58889,-82.09196,0.4673,none
9984,2010,1,24.54225,-82.15491,0.4678,Marquesas Keys,,,,none,24.54225,-82.15491,0.4678,Marquesas Keys
9985,2010,1,,,,none,,,,none,24.50975,-82.02554,0.4673,none
9994,2010,1,24.62241,-82.15378,0.1464,none,,,,none,26.40848,-79.97989,0.1458,none
9995,2010,1,24.55916,-82.08661,0.1462,none,,,,none,27.375,-82.76854,0.1522,none
9996,2010,1,25.42172,-80.33254,0.1424,none,25.42643,-80.31458,0.1443,none,25.41661,-80.31186,0.1439,none
9997,2010,1,24.61675,-82.11613,0.1462,none,,,,none,24.61675,-82.11613,0.1462,none
9999,2010,1,24.57763,-82.10096,0.3858,none,,,,none,24.57763,-82.10096,0.3858,none
10016,2010,1,25.4407,-80.33425,0.7864,none,25.4022,-80.19185,0.8143,Biscayne National Park,25.43288,-80.30408,0.8096,none
10018,2010,1,24.56281,-82.09225,0.8224,none,,,,none,24.45855,-81.99541,0.8219,none
10019,2010,1,29.58112,-81.19171,0.8065,North Flagler County Beaches,29.56672,-81.19193,0.8081,none,29.58608,-81.1913,0.8061,North Flagler County Beaches
10020,2010,1,24.53998,-82.16254,0.8177,Marquesas Keys,24.55784,-81.75531,0.76,Smathers Beach (Key West),,,,none
10021,2010,1,24.55014,-82.08844,0.8224,none,,,,none,24.55014,-82.08844,0.8224,none
10022,2010,1,26.30502,-80.08246,0.8134,Deerfield/Hillsboro Beach,26.30574,-80.08131,0.8139,Deerfield/Hillsboro Beach,26.3055,-80.08386,0.8131,Deerfield/Hillsboro Beach
10024,2010,1,24.62253,-82.10241,0.8224,none,,,,none,24.62253,-82.10241,0.8224,none
10025,2010,1,24.57673,-82.09024,0.8224,none,,,,none,24.57673,-82.09024,0.8224,none
10027,2010,1,,,,none,,,,none,24.66402,-82.11565,0.8228,none
10028,2010,1,24.57826,-82.11162,0.8224,Marquesas Keys,,,,none,24.57826,-82.11162,0.8224,Marquesas Keys
10029,2010,1,26.09635,-80.14565,0.8136,none,26.21948,-80.15549,0.8081,none,26.23061,-80.11042,0.8102,none
10030,2010,1,,,,none,,,,none,25.07673,-80.30724,0.8201,none
10031,2010,1,24.61352,-82.14693,0.8215,none,,,,none,24.50235,-82.10532,0.8202,none
10041,2010,1,,,,none,29.61412,-83.53744,0.852,none,29.61535,-83.53741,0.8524,none
10042,2010,1,24.56176,-82.08725,0.9204,none,,,,none,24.56176,-82.08725,0.9204,none
10043,2010,1,,,,none,,,,none,29.62885,-83.56266,0.8409,none
10044,2010,1,29.9566,-83.70579,0.8442,none,29.95867,-83.7208,0.845,none,29.79709,-83.64834,0.851,none
10046,2010,1,,,,none,,,,none,27.77127,-82.90964,0.4841,none
10049,2010,1,24.63229,-82.19495,0.4623,none,29.64092,-83.57766,0.4249,none,24.64206,-82.19585,0.4624,none
10050,2010,1,29.96142,-83.70323,0.4257,none,29.8801,-83.68346,0.4306,none,29.88346,-83.69206,0.4301,none
10051,2010,1,29.73522,-83.50902,0.4261,none,29.72325,-83.52639,0.4273,none,29.50104,-83.39614,0.4303,none
10052,2010,1,24.53654,-82.1132,0.4624,none,24.61335,-81.42026,0.4315,none,24.61466,-81.41334,0.4316,none
10053,2010,1,24.61971,-82.11485,0.4629,none,,,,none,24.56245,-81.64737,0.4624,none
10054,2010,1,29.67373,-84.81906,0.4182,St. George Island,,,,none,29.67352,-84.80547,0.4183,St. George Island
10055,2010,1,29.92728,-83.69658,0.4249,none,29.91738,-83.69922,0.4254,none,29.91703,-83.70226,0.4256,none
10056,2010,1,,,,none,,,,none,28.51297,-80.54229,0.38,Canaveral Air Force Station
10057,2010,1,29.49965,-83.37655,0.4298,none,29.69566,-83.49982,0.4252,none,29.69218,-83.50863,0.426,none
10058,2010,1,24.56751,-81.74515,0.4602,none,24.66202,-81.41574,0.4306,none,24.69594,-81.44644,0.429,none
10059,2010,1,29.89227,-85.34487,0.3605,St. Joe Beach,29.98225,-85.54446,0.3655,none,29.98701,-85.59677,0.3655,none
10060,2010,1,28.1536,-80.59928,0.404,Central Brevard County,,,,none,28.15287,-80.60539,0.4041,none
10061,2010,1,24.50495,-82.11529,0.4567,none,,,,none,24.55028,-81.74483,0.4301,none
10063,2010,1,,,,none,,,,none,27.84615,-80.33565,0.3159,none
10065,2010,1,,,,none,,,,none,27.82803,-80.34393,0.3159,none
10067,2010,1,24.54996,-82.09551,0.5428,none,,,,none,,,,none
10069,2010,1,29.68764,-84.78689,0.4907,St. George Island SP,,,,none,29.57172,-84.91579,0.5008,none
10070,2010,1,29.93121,-83.68478,0.4997,none,29.9288,-83.67709,0.4993,none,29.70773,-83.61404,0.5059,none
10071,2010,1,29.91675,-83.65826,0.4993,none,29.89955,-83.67038,0.5002,none,29.90012,-83.74885,0.501,none
10072,2010,1,,,,none,,,,none,24.50869,-81.7964,0.5075,none
10073,2010,1,24.59004,-82.13589,0.546,Marquesas Keys,,,,none,24.50776,-82.11374,0.5457,none
10074,2010,1,24.55777,-82.08565,0.5427,none,26.23517,-80.12518,0.4535,none,24.55834,-82.08599,0.5427,none
10075,2010,1,26.23322,-80.09828,0.4533,Pompano/Lauderdale by-the-sea,29.71102,-83.66357,0.4991,none,27.35688,-80.25263,0.4494,Hutchinson Island (St. Lucie County)
10077,2010,1,24.55542,-82.17016,0.5431,Marquesas Keys,,,,none,24.55116,-82.16992,0.5431,Marquesas Keys
10078,2010,1,24.55632,-82.08843,0.5428,none,,,,none,,,,none
10079,2010,1,,,,none,,,,none,29.5717,-84.8277,0.5084,none
10081,2010,1,26.15176,-80.15531,0.5385,none,26.17295,-80.16067,0.5376,none,26.15955,-80.15553,0.5383,none
10087,2010,1,24.56295,-81.88376,0.4386,none,,,,none,24.56295,-81.88376,0.4386,none
10099,2010,1,24.71115,-81.43818,1.3059,none,24.71528,-81.44442,1.3185,none,24.7134,-81.44553,1.3154,none
10100,2010,1,,,,none,,,,none,29.66601,-83.59951,1.2792,none
10101,2010,1,29.91579,-83.65377,1.2821,none,29.70613,-83.57027,1.3077,none,29.70424,-83.56168,1.3027,none
10103,2010,1,29.93397,-83.71351,1.2797,none,29.94844,-83.82433,1.2864,none,29.93604,-83.73512,1.2825,none
10104,2010,1,26.15205,-80.10433,1.1606,Fort Lauderdale Beach,29.57986,-83.48501,1.297,none,29.83931,-83.64011,1.2817,none
10105,2010,1,25.54775,-80.3144,1.1527,none,29.68626,-83.57502,1.2794,none,25.54768,-80.31029,1.1548,none
10106,2010,1,26.53135,-80.04842,1.2857,Ocean Ridge (Boynton),,,,none,27.9271,-82.88486,1.4567,none
10108,2010,1,29.67424,-84.86002,1.2599,St. George Island,,,,none,29.68251,-84.84621,1.2579,St. George Island
10112,2010,1,,,,none,,,,none,28.06409,-82.91232,1.4575,none
10113,2010,1,29.90803,-84.34994,1.2595,Bald Point State Park,29.9567,-84.25286,1.2627,none,29.90323,-84.35395,1.259,Alligator Point
10119,2010,1,29.97071,-83.735,0.3922,none,29.80018,-83.69529,0.3962,none,29.96886,-83.74161,0.3917,none
10120,2010,1,,,,none,,,,none,28.22408,-82.85535,0.4467,Anclote Key State Park
10121,2010,1,29.96407,-83.71226,0.3927,none,29.78634,-83.63204,0.4008,none,29.74844,-83.6017,0.4015,none
10126,2010,1,29.90254,-83.65064,0.3712,none,29.66525,-83.50889,0.376,none,29.65516,-83.51346,0.3774,none
10131,2010,1,29.94113,-83.69735,1.0098,none,29.82733,-83.6488,1.0187,none,29.83733,-83.65401,1.0172,none
10132,2010,1,29.9076,-83.65034,1.0073,none,29.90603,-83.64843,1.007,none,28.102,-82.81547,1.1414,none
10133,2010,1,29.95667,-83.70245,1.0094,none,29.84902,-83.65741,1.0159,none,29.8391,-83.65971,1.0177,none
10134,2010,1,29.91464,-83.66615,1.0073,none,29.7402,-83.5942,1.0198,none,29.74484,-83.60191,1.0192,none
10139,2010,1,29.85348,-83.61987,0.2414,none,29.61064,-83.46637,0.2432,none,29.65863,-83.549,0.2455,none
10148,2010,1,27.90908,-82.83562,0.578,North County Beaches,,,,none,28.19497,-82.79641,0.5797,none
10149,2010,1,29.73412,-83.53212,0.5109,none,29.48842,-83.3677,0.5178,none,28.14629,-82.81563,0.5801,none
10153,2010,1,,,,none,,,,none,28.68283,-80.52744,0.6204,none
10155,2010,1,,,,none,,,,none,28.66612,-80.50268,0.6204,none
10157,2010,1,,,,none,,,,none,28.67247,-80.52705,0.6204,none
10158,2010,1,,,,none,,,,none,28.71276,-80.53602,0.6204,none
10159,2010,1,,,,none,,,,none,28.69481,-80.52457,0.6204,none
10161,2010,1,,,,none,,,,none,28.66741,-80.51969,0.6204,none
10162,2010,1,,,,none,,,,none,28.71681,-80.55819,0.6204,none
10164,2010,1,,,,none,,,,none,28.6694,-80.49725,0.6204,none
10165,2010,1,,,,none,,,,none,28.72293,-80.55714,0.6204,none
10168,2010,1,,,,none,,,,none,28.65923,-80.505,0.6204,none
10177,2010,1,29.89432,-83.64122,0.5408,none,29.69534,-83.52238,0.5476,none,29.70551,-83.61142,0.5506,none
10178,2010,1,29.77093,-83.57735,0.5405,none,29.75494,-83.58743,0.5414,none,29.55234,-83.44311,0.5475,none
10179,2010,1,29.8693,-83.62267,0.5408,none,29.72748,-83.63884,0.5509,none,29.65065,-83.54939,0.5499,none
10180,2010,1,29.91313,-83.65844,0.5416,none,29.69273,-83.54256,0.5479,none,29.69802,-83.54386,0.5472,none
10183,2010,1,,,,none,,,,none,28.80468,-80.65033,0.8396,none
10209,2010,1,,,,none,,,,none,28.99173,-80.72634,1.1661,none
10235,2010,1,29.99203,-83.79665,0.2904,none,29.91556,-83.70798,0.2958,none,29.91512,-83.70319,0.2947,none
10256,2010,1,,,,none,29.64871,-83.56366,0.2249,none,29.58769,-83.45975,0.2236,none
10292,2010,1,29.96931,-83.75489,0.0634,none,29.87981,-83.72308,0.0642,none,29.86632,-83.74207,0.0643,none
10335,2010,1,30.26912,-85.99381,0.065,Camp Helen State Park,30.15898,-85.83016,0.0683,none,30.15382,-85.8301,0.0683,none
10340,2010,1,30.35898,-86.94225,0.0925,Gulf Islands National Seashore (Santa Rosa Island),30.42982,-86.68278,0.0916,none,30.35142,-86.94115,0.0925,Gulf Islands National Seashore (Santa Rosa Island)
10341,2010,1,,,,none,29.4134,-83.21943,0.1207,none,29.39849,-83.24201,0.1208,none
10342,2010,1,29.50684,-83.34874,0.1211,none,29.26094,-83.19912,0.1219,none,29.50678,-83.34853,0.1211,none
10343,2010,1,29.43615,-83.25243,0.1207,none,29.38169,-83.22331,0.1209,none,29.40565,-83.2896,0.1212,none
10344,2010,1,29.30783,-83.15657,0.1207,none,29.24446,-83.20196,0.1213,none,29.30667,-83.15811,0.1207,none
10350,2010,1,24.71143,-82.82451,0.2801,none,24.71069,-81.44551,0.2477,none,24.70652,-81.45082,0.2475,none
10352,2010,1,30.35584,-86.15486,0.2719,none,30.37879,-86.17203,0.2727,none,30.35304,-86.15634,0.2719,none
10353,2010,1,29.9056,-83.65296,0.3492,none,29.42227,-83.36016,0.3614,none,29.41083,-83.35148,0.3612,none
10354,2010,1,26.52879,-82.18808,0.3767,Captiva Island,29.39814,-83.3419,0.3614,none,29.39422,-83.34035,0.3613,none
10355,2010,1,26.45835,-82.14823,0.379,Sanibel Island (West),29.33207,-83.21262,0.3624,none,29.45519,-83.40886,0.3636,none
10356,2010,1,29.75199,-83.54539,0.35,none,29.61753,-83.4863,0.3559,none,29.5541,-83.40186,0.3558,none
10357,2010,1,29.86185,-83.62024,0.3493,none,26.35814,-81.96476,0.3794,none,26.35908,-81.9664,0.3795,none
10358,2010,1,26.51371,-82.17535,0.3767,Captiva Island,29.61523,-83.46297,0.3539,none,29.60896,-83.45448,0.3566,none
10359,2010,1,29.5538,-83.38603,0.3572,none,29.35335,-83.2644,0.3614,none,29.34456,-83.26018,0.3612,none
10360,2010,1,29.58159,-83.40169,0.3574,none,29.38017,-83.31258,0.3614,none,26.36322,-82.01533,0.3795,none
10361,2010,1,29.83979,-83.60717,0.3492,none,29.44486,-83.38032,0.3614,none,29.44348,-83.35843,0.361,none
10362,2010,1,29.76025,-83.54397,0.3504,none,29.55944,-83.41279,0.3538,none,26.18538,-81.89509,0.3801,none
10363,2010,1,29.88467,-83.63593,0.349,none,29.49861,-83.40141,0.3614,none,29.46507,-83.34864,0.3623,none
10364,2010,1,29.87369,-83.62901,0.3491,none,29.41138,-83.3347,0.3614,none,29.40247,-83.34145,0.3616,none
10365,2010,1,27.09176,-80.15487,0.3143,none,29.40592,-83.35014,0.3614,none,29.39813,-83.33995,0.3611,none
10366,2010,1,29.89888,-83.65138,0.3492,none,29.41497,-83.32572,0.361,none,29.65415,-83.49445,0.3558,none
10367,2010,1,29.91624,-83.65745,0.3497,none,29.43255,-83.36484,0.3614,none,29.43716,-83.35691,0.3611,none
10368,2010,1,29.84705,-83.60935,0.349,none,29.3989,-83.32161,0.3614,none,29.39319,-83.31562,0.3614,none
10369,2010,1,,,,none,29.40867,-83.31413,0.4299,none,29.45148,-83.35688,0.4289,none
10370,2010,1,,,,none,29.4211,-83.33931,0.061,none,29.39807,-83.31263,0.061,none
10371,2010,1,29.90382,-83.64917,0.0472,none,29.66122,-83.51617,0.0483,none,29.68431,-83.54666,0.0479,none
10372,2010,1,29.76733,-83.56786,0.1211,none,29.78134,-83.58517,0.1214,none,29.51185,-83.41034,0.1236,none
10378,2010,1,30.35082,-86.15581,0.2434,none,30.37275,-86.29057,0.2441,Topsail Hill State Park,30.34858,-86.15166,0.2433,none
10380,2010,1,,,,none,,,,none,26.57218,-79.96119,0.2427,none
10399,2010,1,,,,none,,,,none,25.69002,-80.06688,0.3278,none
10400,2010,1,30.4027,-86.49911,0.3218,none,30.30771,-86.30614,0.3262,none,30.4103,-86.50145,0.3227,none
10412,2010,1,,,,none,,,,none,26.63007,-79.96381,0.2246,none
10419,2010,1,,,,none,,,,none,25.30373,-80.16808,0.211,none
10423,2010,1,25.67658,-80.26508,0.5732,none,25.66754,-80.28796,0.5727,none,,,,none
10440,2010,1,29.67737,-85.31007,0.5307,Cape San Blas,,,,none,29.65128,-85.24737,0.5294,none
10448,2010,1,30.38917,-86.74137,0.5204,Eglin Air Force Base (Okaloosa - West),29.85553,-85.46159,0.5357,none,29.90384,-85.44541,0.5344,none
10451,2010,1,25.0522,-80.53795,0.563,none,25.07868,-80.5162,0.5618,none,25.05457,-80.54118,0.5626,none
10456,2010,1,24.59113,-82.22018,0.4075,none,,,,none,24.47771,-82.13047,0.4216,none
10458,2010,1,,,,none,,,,none,25.93019,-80.05944,0.4336,none
10459,2010,1,26.0422,-80.15209,0.4249,none,26.1123,-80.15805,0.4239,none,26.1102,-80.15691,0.424,none
10469,2010,1,,,,none,,,,none,25.67961,-80.06374,0.4376,none
10483,2010,1,25.44479,-80.34203,0.7646,none,25.43661,-80.30957,0.7766,none,25.44235,-80.30995,0.7761,none
10484,2010,1,,,,none,24.78023,-81.46216,0.78,none,,,,none
10485,2010,1,,,,none,,,,none,29.32039,-80.94461,0.7882,none
11297,2010,1,,,,none,26.61342,-80.08514,0.3584,none,26.61404,-80.08228,0.3583,none
11302,2010,1,,,,none,,,,none,25.76859,-80.04541,0.057,none
1257,2010,2,25.59872,-80.30962,0.9823,none,25.59227,-80.31002,0.9839,none,25.60136,-80.3094,0.9825,none
2575,2010,2,27.10218,-80.14953,0.4897,Hobe Sound NWR,27.0985,-80.14907,0.49,Hobe Sound NWR,27.10249,-80.15108,0.4895,Hobe Sound NWR
